IDENTIFICADOR;CARGO;PERCENT_PRI;DISTANCE_KM
2;23;0,5625;2934,83
2;24;0,5625;2934,83
2;25;0,5625;2934,83
2;26;0,5625;2934,83
2;27;0,5625;2934,83
2;28;0,5625;2934,83
2;29;0,5625;2934,83
2;30;0,5625;2934,83
2;55;0,58333;2985,69
2;56;0,58333;2985,69
2;57;0,58333;2985,69
2;58;0,58333;2985,69
2;59;0,58333;2985,69
2;60;0,58333;2985,69
2;61;0,58333;2985,69
2;62;0,58333;2985,69
2;63;0,58333;2985,69
2;64;0,58333;2985,69
2;65;0,58333;2985,69
2;66;0,58333;2985,69
2;67;0,58333;2985,69
2;68;0,58333;2985,69
2;69;0,58333;2985,69
2;70;0,58333;2985,69
2;71;0,58333;2985,69
2;72;0,58333;2985,69
2;73;0,58333;2985,69
2;74;0,58333;2985,69
2;75;0,58333;2985,69
2;76;0,58333;2985,69
2;77;0,58333;2985,69
2;78;0,58333;2985,69
2;79;0,58333;2985,69
2;80;0,58333;2985,69
2;81;0,58333;2985,69
2;82;0,58333;2985,69
2;83;0,58333;2985,69
2;84;0,58333;2985,69
2;85;0,58333;2985,69
2;86;0,58333;2985,69
2;87;0,58333;2985,69
2;88;0,58333;2985,69
2;89;0,58333;2985,69
2;90;0,58333;2985,69
2;91;0,58333;2985,69
2;92;1,0;2538,08
2;93;1,0;2538,08
2;103;0,60417;1875,93
2;104;0,60417;1875,93
2;107;0,64583;1004,99
2;108;0,64583;1004,99
2;109;0,64583;1004,99
2;110;0,64583;1004,99
2;111;0,64583;1004,99
2;112;0,64583;1004,99
2;113;0,64583;1004,99
2;114;0,64583;1004,99
2;115;0,64583;1004,99
2;116;0,64583;1004,99
2;117;0,64583;1004,99
2;118;0,64583;1004,99
2;119;0,64583;1004,99
2;120;0,64583;1004,99
2;121;0,64583;1004,99
2;122;0,64583;1004,99
2;123;0,64583;1004,99
2;124;0,64583;1004,99
2;125;0,64583;1004,99
2;126;0,64583;1004,99
2;127;0,64583;1004,99
2;128;0,64583;1004,99
2;129;0,64583;1004,99
2;130;0,64583;1004,99
2;131;0,64583;1004,99
2;132;0,64583;1004,99
2;133;0,64583;1004,99
2;134;0,64583;1004,99
2;135;0,64583;1004,99
3;1;0,65957;3415,07
3;2;0,65957;3415,07
3;3;0,65957;3415,07
3;4;0,65957;3415,07
3;5;0,65957;3415,07
3;6;0,65957;3415,07
3;7;0,65957;3415,07
3;8;0,65957;3415,07
3;9;0,65957;3415,07
3;10;0,65957;3415,07
3;11;0,65957;3415,07
3;12;0,65957;3415,07
3;13;0,65957;3415,07
3;14;0,65957;3415,07
3;15;0,65957;3415,07
3;16;0,65957;3415,07
3;17;0,65957;3415,07
3;18;0,65957;3415,07
3;19;0,65957;3415,07
3;20;0,65957;3415,07
3;21;0,65957;3415,07
3;22;0,65957;3415,07
3;23;0,65957;3415,07
3;24;0,65957;3415,07
3;25;0,65957;3415,07
3;26;0,65957;3415,07
3;27;0,65957;3415,07
3;28;0,65957;3415,07
3;29;0,65957;3415,07
3;30;0,65957;3415,07
3;55;0,70213;3456,22
3;56;0,70213;3456,22
3;57;0,70213;3456,22
3;58;0,70213;3456,22
3;59;0,70213;3456,22
3;60;0,70213;3456,22
3;61;0,70213;3456,22
3;62;0,70213;3456,22
3;63;0,70213;3456,22
3;64;0,70213;3456,22
3;65;0,70213;3456,22
3;66;0,70213;3456,22
3;67;0,70213;3456,22
3;68;0,70213;3456,22
3;69;0,70213;3456,22
3;70;0,70213;3456,22
3;71;0,70213;3456,22
3;72;0,70213;3456,22
3;73;0,70213;3456,22
3;74;0,70213;3456,22
3;75;0,70213;3456,22
3;76;0,70213;3456,22
3;77;0,70213;3456,22
3;78;0,70213;3456,22
3;79;0,70213;3456,22
3;80;0,70213;3456,22
3;81;0,70213;3456,22
3;82;0,70213;3456,22
3;83;0,70213;3456,22
3;84;0,70213;3456,22
3;85;0,70213;3456,22
3;86;0,70213;3456,22
3;87;0,70213;3456,22
3;88;0,70213;3456,22
3;89;0,70213;3456,22
3;90;0,70213;3456,22
3;91;0,70213;3456,22
3;92;0,38298;2791,7
3;93;0,38298;2791,7
3;103;0,93617;2349,88
3;104;0,93617;2349,88
3;107;0,14894;1138,94
3;108;0,14894;1138,94
3;109;0,14894;1138,94
3;110;0,14894;1138,94
3;111;0,14894;1138,94
3;112;0,14894;1138,94
3;113;0,14894;1138,94
3;114;0,14894;1138,94
3;115;0,14894;1138,94
3;116;0,14894;1138,94
3;117;0,14894;1138,94
3;118;0,14894;1138,94
3;119;0,14894;1138,94
3;120;0,14894;1138,94
3;121;0,14894;1138,94
3;122;0,14894;1138,94
3;123;0,14894;1138,94
3;124;0,14894;1138,94
3;125;0,14894;1138,94
3;126;0,14894;1138,94
3;127;0,14894;1138,94
3;128;0,14894;1138,94
3;129;0,14894;1138,94
3;130;0,14894;1138,94
3;131;0,14894;1138,94
3;132;0,14894;1138,94
3;133;0,14894;1138,94
3;134;0,14894;1138,94
3;135;0,14894;1138,94
4;1;0,42553;1758,24
4;2;0,42553;1758,24
4;3;0,42553;1758,24
4;4;0,42553;1758,24
4;5;0,42553;1758,24
4;6;0,42553;1758,24
4;7;0,42553;1758,24
4;8;0,42553;1758,24
4;9;0,42553;1758,24
4;10;0,42553;1758,24
4;11;0,42553;1758,24
4;12;0,42553;1758,24
4;13;0,42553;1758,24
4;14;0,42553;1758,24
4;15;0,42553;1758,24
4;16;0,42553;1758,24
4;17;0,42553;1758,24
4;18;0,42553;1758,24
4;19;0,42553;1758,24
4;20;0,42553;1758,24
4;21;0,42553;1758,24
4;22;0,42553;1758,24
4;23;0,42553;1758,24
4;24;0,42553;1758,24
4;25;0,42553;1758,24
4;26;0,42553;1758,24
4;27;0,42553;1758,24
4;28;0,42553;1758,24
4;29;0,42553;1758,24
4;30;0,42553;1758,24
4;55;0,44681;1830,77
4;56;0,44681;1830,77
4;57;0,44681;1830,77
4;58;0,44681;1830,77
4;59;0,44681;1830,77
4;60;0,44681;1830,77
4;61;0,44681;1830,77
4;62;0,44681;1830,77
4;63;0,44681;1830,77
4;64;0,44681;1830,77
4;65;0,44681;1830,77
4;66;0,44681;1830,77
4;67;0,44681;1830,77
4;68;0,44681;1830,77
4;69;0,44681;1830,77
4;70;0,44681;1830,77
4;71;0,44681;1830,77
4;72;0,44681;1830,77
4;73;0,44681;1830,77
4;74;0,44681;1830,77
4;75;0,44681;1830,77
4;76;0,44681;1830,77
4;77;0,44681;1830,77
4;78;0,44681;1830,77
4;79;0,44681;1830,77
4;80;0,44681;1830,77
4;81;0,44681;1830,77
4;82;0,44681;1830,77
4;83;0,44681;1830,77
4;84;0,44681;1830,77
4;85;0,44681;1830,77
4;86;0,44681;1830,77
4;87;0,44681;1830,77
4;88;0,44681;1830,77
4;89;0,44681;1830,77
4;90;0,44681;1830,77
4;91;0,44681;1830,77
4;92;0,95745;2417,55
4;93;0,95745;2417,55
4;103;0,46809;733,17
4;104;0,46809;733,17
4;107;0,53191;1618,46
4;108;0,53191;1618,46
4;109;0,53191;1618,46
4;110;0,53191;1618,46
4;111;0,53191;1618,46
4;112;0,53191;1618,46
4;113;0,53191;1618,46
4;114;0,53191;1618,46
4;115;0,53191;1618,46
4;116;0,53191;1618,46
4;117;0,53191;1618,46
4;118;0,53191;1618,46
4;119;0,53191;1618,46
4;120;0,53191;1618,46
4;121;0,53191;1618,46
4;122;0,53191;1618,46
4;123;0,53191;1618,46
4;124;0,53191;1618,46
4;125;0,53191;1618,46
4;126;0,53191;1618,46
4;127;0,53191;1618,46
4;128;0,53191;1618,46
4;129;0,53191;1618,46
4;130;0,53191;1618,46
4;131;0,53191;1618,46
4;132;0,53191;1618,46
4;133;0,53191;1618,46
4;134;0,53191;1618,46
4;135;0,53191;1618,46
5;1;0,65957;801,75
5;2;0,65957;801,75
5;3;0,65957;801,75
5;4;0,65957;801,75
5;5;0,65957;801,75
5;6;0,65957;801,75
5;7;0,65957;801,75
5;8;0,65957;801,75
5;9;0,65957;801,75
5;10;0,65957;801,75
5;11;0,65957;801,75
5;12;0,65957;801,75
5;13;0,65957;801,75
5;14;0,65957;801,75
5;15;0,65957;801,75
5;16;0,65957;801,75
5;17;0,65957;801,75
5;18;0,65957;801,75
5;19;0,65957;801,75
5;20;0,65957;801,75
5;21;0,65957;801,75
5;22;0,65957;801,75
5;23;0,65957;801,75
5;24;0,65957;801,75
5;25;0,65957;801,75
5;26;0,65957;801,75
5;27;0,65957;801,75
5;28;0,65957;801,75
5;29;0,65957;801,75
5;30;0,65957;801,75
5;55;0,6383;789,76
5;56;0,6383;789,76
5;57;0,6383;789,76
5;58;0,6383;789,76
5;59;0,6383;789,76
5;60;0,6383;789,76
5;61;0,6383;789,76
5;62;0,6383;789,76
5;63;0,6383;789,76
5;64;0,6383;789,76
5;65;0,6383;789,76
5;66;0,6383;789,76
5;67;0,6383;789,76
5;68;0,6383;789,76
5;69;0,6383;789,76
5;70;0,6383;789,76
5;71;0,6383;789,76
5;72;0,6383;789,76
5;73;0,6383;789,76
5;74;0,6383;789,76
5;75;0,6383;789,76
5;76;0,6383;789,76
5;77;0,6383;789,76
5;78;0,6383;789,76
5;79;0,6383;789,76
5;80;0,6383;789,76
5;81;0,6383;789,76
5;82;0,6383;789,76
5;83;0,6383;789,76
5;84;0,6383;789,76
5;85;0,6383;789,76
5;86;0,6383;789,76
5;87;0,6383;789,76
5;88;0,6383;789,76
5;89;0,6383;789,76
5;90;0,6383;789,76
5;91;0,6383;789,76
5;92;0,78723;3168,78
5;93;0,78723;3168,78
5;103;0,93617;358,86
5;104;0,93617;358,86
5;107;0,44681;2696,52
5;108;0,44681;2696,52
5;109;0,44681;2696,52
5;110;0,44681;2696,52
5;111;0,44681;2696,52
5;112;0,44681;2696,52
5;113;0,44681;2696,52
5;114;0,44681;2696,52
5;115;0,44681;2696,52
5;116;0,44681;2696,52
5;117;0,44681;2696,52
5;118;0,44681;2696,52
5;119;0,44681;2696,52
5;120;0,44681;2696,52
5;121;0,44681;2696,52
5;122;0,44681;2696,52
5;123;0,44681;2696,52
5;124;0,44681;2696,52
5;125;0,44681;2696,52
5;126;0,44681;2696,52
5;127;0,44681;2696,52
5;128;0,44681;2696,52
5;129;0,44681;2696,52
5;130;0,44681;2696,52
5;131;0,44681;2696,52
5;132;0,44681;2696,52
5;133;0,44681;2696,52
5;134;0,44681;2696,52
5;135;0,44681;2696,52
6;1;1,0;3355,79
6;2;1,0;3355,79
6;3;1,0;3355,79
6;4;1,0;3355,79
6;5;1,0;3355,79
6;6;1,0;3355,79
6;7;1,0;3355,79
6;8;1,0;3355,79
6;9;1,0;3355,79
6;10;1,0;3355,79
6;11;1,0;3355,79
6;12;1,0;3355,79
6;13;1,0;3355,79
6;14;1,0;3355,79
6;15;1,0;3355,79
6;16;1,0;3355,79
6;17;1,0;3355,79
6;18;1,0;3355,79
6;19;1,0;3355,79
6;20;1,0;3355,79
6;21;1,0;3355,79
6;22;1,0;3355,79
6;23;1,0;3355,79
6;24;1,0;3355,79
6;25;1,0;3355,79
6;26;1,0;3355,79
6;27;1,0;3355,79
6;28;1,0;3355,79
6;29;1,0;3355,79
6;30;1,0;3355,79
6;55;0,97368;3562,54
6;56;0,97368;3562,54
6;57;0,97368;3562,54
6;58;0,97368;3562,54
6;59;0,97368;3562,54
6;60;0,97368;3562,54
6;61;0,97368;3562,54
6;62;0,97368;3562,54
6;63;0,97368;3562,54
6;64;0,97368;3562,54
6;65;0,97368;3562,54
6;66;0,97368;3562,54
6;67;0,97368;3562,54
6;68;0,97368;3562,54
6;69;0,97368;3562,54
6;70;0,97368;3562,54
6;71;0,97368;3562,54
6;72;0,97368;3562,54
6;73;0,97368;3562,54
6;74;0,97368;3562,54
6;75;0,97368;3562,54
6;76;0,97368;3562,54
6;77;0,97368;3562,54
6;78;0,97368;3562,54
6;79;0,97368;3562,54
6;80;0,97368;3562,54
6;81;0,97368;3562,54
6;82;0,97368;3562,54
6;83;0,97368;3562,54
6;84;0,97368;3562,54
6;85;0,97368;3562,54
6;86;0,97368;3562,54
6;87;0,97368;3562,54
6;88;0,97368;3562,54
6;89;0,97368;3562,54
6;90;0,97368;3562,54
6;91;0,97368;3562,54
6;92;0,65789;0,0
6;93;0,65789;0,0
6;103;0,55263;2875,71
6;104;0,55263;2875,71
7;1;0,89583;780,76
7;2;0,89583;780,76
7;3;0,89583;780,76
7;4;0,89583;780,76
7;5;0,89583;780,76
7;6;0,89583;780,76
7;7;0,89583;780,76
7;8;0,89583;780,76
7;9;0,89583;780,76
7;10;0,89583;780,76
7;11;0,89583;780,76
7;12;0,89583;780,76
7;13;0,89583;780,76
7;14;0,89583;780,76
7;15;0,89583;780,76
7;16;0,89583;780,76
7;17;0,89583;780,76
7;18;0,89583;780,76
7;19;0,89583;780,76
7;20;0,89583;780,76
7;21;0,89583;780,76
7;22;0,89583;780,76
7;23;0,89583;780,76
7;24;0,89583;780,76
7;25;0,89583;780,76
7;26;0,89583;780,76
7;27;0,89583;780,76
7;28;0,89583;780,76
7;29;0,89583;780,76
7;30;0,89583;780,76
7;55;0,83333;742,76
7;56;0,83333;742,76
7;57;0,83333;742,76
7;58;0,83333;742,76
7;59;0,83333;742,76
7;60;0,83333;742,76
7;61;0,83333;742,76
7;62;0,83333;742,76
7;63;0,83333;742,76
7;64;0,83333;742,76
7;65;0,83333;742,76
7;66;0,83333;742,76
7;67;0,83333;742,76
7;68;0,83333;742,76
7;69;0,83333;742,76
7;70;0,83333;742,76
7;71;0,83333;742,76
7;72;0,83333;742,76
7;73;0,83333;742,76
7;74;0,83333;742,76
7;75;0,83333;742,76
7;76;0,83333;742,76
7;77;0,83333;742,76
7;78;0,83333;742,76
7;79;0,83333;742,76
7;80;0,83333;742,76
7;81;0,83333;742,76
7;82;0,83333;742,76
7;83;0,83333;742,76
7;84;0,83333;742,76
7;85;0,83333;742,76
7;86;0,83333;742,76
7;87;0,83333;742,76
7;88;0,83333;742,76
7;89;0,83333;742,76
7;90;0,83333;742,76
7;91;0,83333;742,76
7;92;0,85417;3259,25
7;93;0,85417;3259,25
7;103;0,72917;444,05
7;104;0,72917;444,05
7;107;0,625;2780,77
7;108;0,625;2780,77
7;109;0,625;2780,77
7;110;0,625;2780,77
7;111;0,625;2780,77
7;112;0,625;2780,77
7;113;0,625;2780,77
7;114;0,625;2780,77
7;115;0,625;2780,77
7;116;0,625;2780,77
7;117;0,625;2780,77
7;118;0,625;2780,77
7;119;0,625;2780,77
7;120;0,625;2780,77
7;121;0,625;2780,77
7;122;0,625;2780,77
7;123;0,625;2780,77
7;124;0,625;2780,77
7;125;0,625;2780,77
7;126;0,625;2780,77
7;127;0,625;2780,77
7;128;0,625;2780,77
7;129;0,625;2780,77
7;130;0,625;2780,77
7;131;0,625;2780,77
7;132;0,625;2780,77
7;133;0,625;2780,77
7;134;0,625;2780,77
7;135;0,625;2780,77
8;1;0,97872;1604,7
8;2;0,97872;1604,7
8;3;0,97872;1604,7
8;4;0,97872;1604,7
8;5;0,97872;1604,7
8;6;0,97872;1604,7
8;7;0,97872;1604,7
8;8;0,97872;1604,7
8;9;0,97872;1604,7
8;10;0,97872;1604,7
8;11;0,97872;1604,7
8;12;0,97872;1604,7
8;13;0,97872;1604,7
8;14;0,97872;1604,7
8;15;0,97872;1604,7
8;16;0,97872;1604,7
8;17;0,97872;1604,7
8;18;0,97872;1604,7
8;19;0,97872;1604,7
8;20;0,97872;1604,7
8;21;0,97872;1604,7
8;22;0,97872;1604,7
8;23;0,97872;1604,7
8;24;0,97872;1604,7
8;25;0,97872;1604,7
8;26;0,97872;1604,7
8;27;0,97872;1604,7
8;28;0,97872;1604,7
8;29;0,97872;1604,7
8;30;0,97872;1604,7
8;55;1,0;1692,14
8;56;1,0;1692,14
8;57;1,0;1692,14
8;58;1,0;1692,14
8;59;1,0;1692,14
8;60;1,0;1692,14
8;61;1,0;1692,14
8;62;1,0;1692,14
8;63;1,0;1692,14
8;64;1,0;1692,14
8;65;1,0;1692,14
8;66;1,0;1692,14
8;67;1,0;1692,14
8;68;1,0;1692,14
8;69;1,0;1692,14
8;70;1,0;1692,14
8;71;1,0;1692,14
8;72;1,0;1692,14
8;73;1,0;1692,14
8;74;1,0;1692,14
8;75;1,0;1692,14
8;76;1,0;1692,14
8;77;1,0;1692,14
8;78;1,0;1692,14
8;79;1,0;1692,14
8;80;1,0;1692,14
8;81;1,0;1692,14
8;82;1,0;1692,14
8;83;1,0;1692,14
8;84;1,0;1692,14
8;85;1,0;1692,14
8;86;1,0;1692,14
8;87;1,0;1692,14
8;88;1,0;1692,14
8;89;1,0;1692,14
8;90;1,0;1692,14
8;91;1,0;1692,14
8;92;0,91489;2375,57
8;93;0,91489;2375,57
8;103;0,61702;624,04
8;104;0,61702;624,04
8;107;0,42553;1715,03
8;108;0,42553;1715,03
8;109;0,42553;1715,03
8;110;0,42553;1715,03
8;111;0,42553;1715,03
8;112;0,42553;1715,03
8;113;0,42553;1715,03
8;114;0,42553;1715,03
8;115;0,42553;1715,03
8;116;0,42553;1715,03
8;117;0,42553;1715,03
8;118;0,42553;1715,03
8;119;0,42553;1715,03
8;120;0,42553;1715,03
8;121;0,42553;1715,03
8;122;0,42553;1715,03
8;123;0,42553;1715,03
8;124;0,42553;1715,03
8;125;0,42553;1715,03
8;126;0,42553;1715,03
8;127;0,42553;1715,03
8;128;0,42553;1715,03
8;129;0,42553;1715,03
8;130;0,42553;1715,03
8;131;0,42553;1715,03
8;132;0,42553;1715,03
8;133;0,42553;1715,03
8;134;0,42553;1715,03
8;135;0,42553;1715,03
9;1;0,87234;754,9
9;2;0,87234;754,9
9;3;0,87234;754,9
9;4;0,87234;754,9
9;5;0,87234;754,9
9;6;0,87234;754,9
9;7;0,87234;754,9
9;8;0,87234;754,9
9;9;0,87234;754,9
9;10;0,87234;754,9
9;11;0,87234;754,9
9;12;0,87234;754,9
9;13;0,87234;754,9
9;14;0,87234;754,9
9;15;0,87234;754,9
9;16;0,87234;754,9
9;17;0,87234;754,9
9;18;0,87234;754,9
9;19;0,87234;754,9
9;20;0,87234;754,9
9;21;0,87234;754,9
9;22;0,87234;754,9
9;23;0,87234;754,9
9;24;0,87234;754,9
9;25;0,87234;754,9
9;26;0,87234;754,9
9;27;0,87234;754,9
9;28;0,87234;754,9
9;29;0,87234;754,9
9;30;0,87234;754,9
9;55;0,85106;670,8
9;56;0,85106;670,8
9;57;0,85106;670,8
9;58;0,85106;670,8
9;59;0,85106;670,8
9;60;0,85106;670,8
9;61;0,85106;670,8
9;62;0,85106;670,8
9;63;0,85106;670,8
9;64;0,85106;670,8
9;65;0,85106;670,8
9;66;0,85106;670,8
9;67;0,85106;670,8
9;68;0,85106;670,8
9;69;0,85106;670,8
9;70;0,85106;670,8
9;71;0,85106;670,8
9;72;0,85106;670,8
9;73;0,85106;670,8
9;74;0,85106;670,8
9;75;0,85106;670,8
9;76;0,85106;670,8
9;77;0,85106;670,8
9;78;0,85106;670,8
9;79;0,85106;670,8
9;80;0,85106;670,8
9;81;0,85106;670,8
9;82;0,85106;670,8
9;83;0,85106;670,8
9;84;0,85106;670,8
9;85;0,85106;670,8
9;86;0,85106;670,8
9;87;0,85106;670,8
9;88;0,85106;670,8
9;89;0,85106;670,8
9;90;0,85106;670,8
9;91;0,85106;670,8
9;92;0,97872;3409,3
9;93;0,97872;3409,3
9;103;0,68085;595,25
9;104;0,68085;595,25
9;107;0,3617;2928,56
9;108;0,3617;2928,56
9;109;0,3617;2928,56
9;110;0,3617;2928,56
9;111;0,3617;2928,56
9;112;0,3617;2928,56
9;113;0,3617;2928,56
9;114;0,3617;2928,56
9;115;0,3617;2928,56
9;116;0,3617;2928,56
9;117;0,3617;2928,56
9;118;0,3617;2928,56
9;119;0,3617;2928,56
9;120;0,3617;2928,56
9;121;0,3617;2928,56
9;122;0,3617;2928,56
9;123;0,3617;2928,56
9;124;0,3617;2928,56
9;125;0,3617;2928,56
9;126;0,3617;2928,56
9;127;0,3617;2928,56
9;128;0,3617;2928,56
9;129;0,3617;2928,56
9;130;0,3617;2928,56
9;131;0,3617;2928,56
9;132;0,3617;2928,56
9;133;0,3617;2928,56
9;134;0,3617;2928,56
9;135;0,3617;2928,56
10;1;1,0;3590,74
10;2;1,0;3590,74
10;3;1,0;3590,74
10;4;1,0;3590,74
10;5;1,0;3590,74
10;6;1,0;3590,74
10;7;1,0;3590,74
10;8;1,0;3590,74
10;9;1,0;3590,74
10;10;1,0;3590,74
10;11;1,0;3590,74
10;12;1,0;3590,74
10;13;1,0;3590,74
10;14;1,0;3590,74
10;15;1,0;3590,74
10;16;1,0;3590,74
10;17;1,0;3590,74
10;18;1,0;3590,74
10;19;1,0;3590,74
10;20;1,0;3590,74
10;21;1,0;3590,74
10;22;1,0;3590,74
10;23;1,0;3590,74
10;24;1,0;3590,74
10;25;1,0;3590,74
10;26;1,0;3590,74
10;27;1,0;3590,74
10;28;1,0;3590,74
10;29;1,0;3590,74
10;30;1,0;3590,74
10;55;0,97368;3811,71
10;56;0,97368;3811,71
10;57;0,97368;3811,71
10;58;0,97368;3811,71
10;59;0,97368;3811,71
10;60;0,97368;3811,71
10;61;0,97368;3811,71
10;62;0,97368;3811,71
10;63;0,97368;3811,71
10;64;0,97368;3811,71
10;65;0,97368;3811,71
10;66;0,97368;3811,71
10;67;0,97368;3811,71
10;68;0,97368;3811,71
10;69;0,97368;3811,71
10;70;0,97368;3811,71
10;71;0,97368;3811,71
10;72;0,97368;3811,71
10;73;0,97368;3811,71
10;74;0,97368;3811,71
10;75;0,97368;3811,71
10;76;0,97368;3811,71
10;77;0,97368;3811,71
10;78;0,97368;3811,71
10;79;0,97368;3811,71
10;80;0,97368;3811,71
10;81;0,97368;3811,71
10;82;0,97368;3811,71
10;83;0,97368;3811,71
10;84;0,97368;3811,71
10;85;0,97368;3811,71
10;86;0,97368;3811,71
10;87;0,97368;3811,71
10;88;0,97368;3811,71
10;89;0,97368;3811,71
10;90;0,97368;3811,71
10;91;0,97368;3811,71
10;103;0,55263;3242,3
10;104;0,55263;3242,3
11;1;0,40426;1448,2
11;2;0,40426;1448,2
11;3;0,40426;1448,2
11;4;0,40426;1448,2
11;5;0,40426;1448,2
11;6;0,40426;1448,2
11;7;0,40426;1448,2
11;8;0,40426;1448,2
11;9;0,40426;1448,2
11;10;0,40426;1448,2
11;11;0,40426;1448,2
11;12;0,40426;1448,2
11;13;0,40426;1448,2
11;14;0,40426;1448,2
11;15;0,40426;1448,2
11;16;0,40426;1448,2
11;17;0,40426;1448,2
11;18;0,40426;1448,2
11;19;0,40426;1448,2
11;20;0,40426;1448,2
11;21;0,40426;1448,2
11;22;0,40426;1448,2
11;23;0,40426;1448,2
11;24;0,40426;1448,2
11;25;0,40426;1448,2
11;26;0,40426;1448,2
11;27;0,40426;1448,2
11;28;0,40426;1448,2
11;29;0,40426;1448,2
11;30;0,40426;1448,2
11;55;0,42553;1394,51
11;56;0,42553;1394,51
11;57;0,42553;1394,51
11;58;0,42553;1394,51
11;59;0,42553;1394,51
11;60;0,42553;1394,51
11;61;0,42553;1394,51
11;62;0,42553;1394,51
11;63;0,42553;1394,51
11;64;0,42553;1394,51
11;65;0,42553;1394,51
11;66;0,42553;1394,51
11;67;0,42553;1394,51
11;68;0,42553;1394,51
11;69;0,42553;1394,51
11;70;0,42553;1394,51
11;71;0,42553;1394,51
11;72;0,42553;1394,51
11;73;0,42553;1394,51
11;74;0,42553;1394,51
11;75;0,42553;1394,51
11;76;0,42553;1394,51
11;77;0,42553;1394,51
11;78;0,42553;1394,51
11;79;0,42553;1394,51
11;80;0,42553;1394,51
11;81;0,42553;1394,51
11;82;0,42553;1394,51
11;83;0,42553;1394,51
11;84;0,42553;1394,51
11;85;0,42553;1394,51
11;86;0,42553;1394,51
11;87;0,42553;1394,51
11;88;0,42553;1394,51
11;89;0,42553;1394,51
11;90;0,42553;1394,51
11;91;0,42553;1394,51
11;92;0,38298;3301,54
11;93;0,38298;3301,54
11;103;0,93617;587,33
11;104;0,93617;587,33
11;107;0,23404;2470,91
11;108;0,23404;2470,91
11;109;0,23404;2470,91
11;110;0,23404;2470,91
11;111;0,23404;2470,91
11;112;0,23404;2470,91
11;113;0,23404;2470,91
11;114;0,23404;2470,91
